Unnamed: 0,fullDataset.ID,fullDataset.Distrito,fullDataset.Precio_m2,fullDataset.Precio,fullDataset.Tipo,fullDataset.Habitaciones,fullDataset.Aseos,fullDataset.Superficie,fullDataset.Planta,fullDataset.Parking,fullDataset.COLEGIO.DE.EDUCACIÓN.INFANTIL.Y.PRIMARIA
1,7,Arganzuela,3888,590000,Piso,4.0,1.0,135.0,4.0,0,9
2,7,Arganzuela,3888,349000,Piso,3.0,1.0,92.0,2.0,0,9
3,7,Arganzuela,3888,425000,Ático,2.0,1.0,102.0,4.0,1,9
4,7,Arganzuela,3888,260000,Piso,2.0,1.0,60.0,2.0,0,9
5,7,Arganzuela,3888,135000,Piso,2.0,1.0,50.0,3.0,0,9
6,7,Arganzuela,3888,220000,Apartamento,1.0,1.0,45.0,,0,9
7,7,Arganzuela,3888,245000,Piso,3.0,1.0,64.0,4.0,0,9
8,7,Arganzuela,3888,450000,Casa o chalet,4.0,2.0,120.0,6.0,0,9
9,7,Arganzuela,3888,795000,Casa adosada,4.0,4.0,260.0,,1,9
10,7,Arganzuela,3888,590000,Piso,3.0,2.0,112.0,,1,9
11,7,Arganzuela,3888,144600,Piso,2.0,1.0,48.0,,0,9
12,7,Arganzuela,3888,550000,Piso,2.0,2.0,68.0,1.0,0,9
13,7,Arganzuela,3888,375000,Piso,2.0,2.0,55.0,,0,9
14,7,Arganzuela,3888,152000,Piso,2.0,1.0,36.0,3.0,0,9
15,7,Arganzuela,3888,830000,Piso,4.0,3.0,240.0,,1,9
16,7,Arganzuela,3888,390000,Piso,2.0,2.0,88.0,,1,9
17,7,Arganzuela,3888,545000,Piso,4.0,2.0,130.0,12.0,1,9
18,7,Arganzuela,3888,484500,Piso,4.0,2.0,147.0,1.0,0,9
19,7,Arganzuela,3888,484500,Piso,4.0,2.0,147.0,1.0,0,9
20,7,Arganzuela,3888,1050000,Piso,4.0,2.0,298.0,6.0,1,9
21,7,Arganzuela,3888,212000,Piso,2.0,1.0,62.0,2.0,0,9
22,7,Arganzuela,3888,484500,Piso,4.0,2.0,147.0,1.0,0,9
23,7,Arganzuela,3888,484500,Piso,4.0,2.0,147.0,1.0,0,9
24,7,Arganzuela,3888,197000,Piso,2.0,1.0,54.0,2.0,0,9
25,7,Arganzuela,3888,2200000,Piso,3.0,4.0,250.0,3.0,0,9
26,7,Arganzuela,3888,259000,Ático,2.0,2.0,56.0,,0,9
27,7,Arganzuela,3888,256000,Apartamento,2.0,1.0,69.0,,0,9
28,7,Arganzuela,3888,154500,Piso,1.0,1.0,39.0,1.0,0,9
29,7,Arganzuela,3888,865000,Piso,5.0,3.0,220.0,2.0,1,9
30,7,Arganzuela,3888,212000,Piso,2.0,1.0,62.0,2.0,0,9
31,7,Arganzuela,3888,155000,Piso,2.0,1.0,40.0,1.0,0,9
32,7,Arganzuela,3888,449000,Piso,4.0,2.0,130.0,6.0,0,9
33,7,Arganzuela,3888,145000,Piso,2.0,1.0,37.0,,0,9
34,7,Arganzuela,3888,320000,Piso,4.0,1.0,89.0,1.0,0,9
35,7,Arganzuela,3888,2000000,Piso,5.0,4.0,241.0,5.0,1,9
36,7,Arganzuela,3888,160000,Piso,3.0,1.0,71.0,,0,9
37,7,Arganzuela,3888,297000,Piso,1.0,1.0,50.0,,0,9
38,7,Arganzuela,3888,850000,Apartamento,3.0,2.0,160.0,,0,9
39,7,Arganzuela,3888,320000,Piso,4.0,1.0,89.0,1.0,0,9
40,7,Arganzuela,3888,390000,Piso,2.0,2.0,50.0,3.0,0,9
41,7,Arganzuela,3888,220000,Piso,4.0,2.0,119.0,1.0,1,9
42,7,Arganzuela,3888,299000,Piso,2.0,1.0,56.0,6.0,0,9
43,7,Arganzuela,3888,140000,Piso,2.0,1.0,42.0,,0,9
44,7,Arganzuela,3888,79000,Planta baja,1.0,1.0,30.0,,0,9
45,7,Arganzuela,3888,530000,Piso,2.0,2.0,90.0,,0,9
46,7,Arganzuela,3888,251500,Piso,2.0,3.0,169.0,1.0,0,9
47,7,Arganzuela,3888,889000,Casa o chalet,7.0,5.0,447.0,,1,9
48,7,Arganzuela,3888,320000,Piso,4.0,1.0,89.0,1.0,0,9
49,7,Arganzuela,3888,168500,Piso,2.0,1.0,58.0,,0,9
50,7,Arganzuela,3888,156000,Piso,3.0,1.0,75.0,1.0,0,9
51,7,Arganzuela,3888,422000,Piso,2.0,2.0,83.0,4.0,1,9
52,7,Arganzuela,3888,129000,Piso,1.0,1.0,64.0,,0,9
53,7,Arganzuela,3888,850000,Piso,1.0,1.0,110.0,1.0,0,9
54,7,Arganzuela,3888,240000,Ático,2.0,1.0,35.0,6.0,0,9
55,7,Arganzuela,3888,81200,Piso,2.0,1.0,61.0,,0,9
56,7,Arganzuela,3888,143685,Piso,1.0,1.0,44.0,3.0,0,9
57,7,Arganzuela,3888,169000,Piso,1.0,1.0,49.0,4.0,0,9
58,7,Arganzuela,3888,395000,Piso,3.0,1.0,75.0,3.0,0,9
59,7,Arganzuela,3888,259000,Piso,2.0,2.0,92.0,5.0,1,9
60,7,Arganzuela,3888,1550000,Piso,3.0,4.0,211.0,1.0,0,9
61,7,Arganzuela,3888,156000,Piso,3.0,1.0,75.0,1.0,0,9
62,7,Arganzuela,3888,1090000,Piso,3.0,3.0,248.0,1.0,0,9
63,7,Arganzuela,3888,94990,Piso,2.0,1.0,75.0,3.0,0,9
64,7,Arganzuela,3888,450000,Apartamento,2.0,1.0,92.0,,0,9
65,7,Arganzuela,3888,465000,Piso,5.0,2.0,136.0,3.0,0,9
66,7,Arganzuela,3888,212000,Piso,2.0,1.0,62.0,2.0,0,9
67,7,Arganzuela,3888,240000,Piso,1.0,1.0,51.0,2.0,0,9
68,7,Arganzuela,3888,109900,Piso,3.0,1.0,62.0,1.0,0,9
69,7,Arganzuela,3888,875000,Piso,4.0,4.0,185.0,,1,9
70,7,Arganzuela,3888,484500,Piso,4.0,2.0,147.0,1.0,0,9
71,7,Arganzuela,3888,1950000,Piso,5.0,6.0,314.0,2.0,0,9
72,7,Arganzuela,3888,484500,Piso,4.0,2.0,147.0,1.0,0,9
73,7,Arganzuela,3888,700000,Piso,4.0,3.0,144.0,1.0,1,9
74,7,Arganzuela,3888,840000,Ático,4.0,2.0,167.0,5.0,1,9
75,7,Arganzuela,3888,2950000,Casa o chalet,4.0,4.0,625.0,,1,9
76,7,Arganzuela,3888,140000,Piso,3.0,1.0,81.0,4.0,0,9
77,7,Arganzuela,3888,484500,Piso,4.0,2.0,147.0,1.0,0,9
78,7,Arganzuela,3888,279000,Piso,3.0,1.0,85.0,2.0,0,9
79,7,Arganzuela,3888,352000,Piso,2.0,1.0,70.0,7.0,0,9
80,7,Arganzuela,3888,768000,Ático,3.0,2.0,334.0,5.0,1,9
81,7,Arganzuela,3888,320000,Piso,4.0,1.0,89.0,1.0,0,9
82,7,Arganzuela,3888,212000,Piso,2.0,1.0,62.0,2.0,0,9
83,7,Arganzuela,3888,635000,Piso,,,120.0,2.0,0,9
84,7,Arganzuela,3888,795000,Piso,4.0,3.0,177.0,,0,9
85,7,Arganzuela,3888,215000,Loft,1.0,1.0,65.0,1.0,1,9
86,7,Arganzuela,3888,163000,Piso,4.0,2.0,90.0,,0,9
87,7,Arganzuela,3888,484500,Piso,4.0,2.0,147.0,1.0,0,9
88,7,Arganzuela,3888,320000,Piso,4.0,1.0,89.0,1.0,0,9
89,7,Arganzuela,3888,156000,Piso,3.0,1.0,75.0,1.0,0,9
90,7,Arganzuela,3888,995000,Piso,5.0,3.0,172.0,12.0,1,9
91,7,Arganzuela,3888,295000,Piso,1.0,1.0,70.0,4.0,1,9
92,7,Arganzuela,3888,135000,Piso,2.0,1.0,57.0,1.0,0,9
93,7,Arganzuela,3888,350000,Piso,2.0,2.0,91.0,11.0,0,9
94,7,Arganzuela,3888,212000,Piso,2.0,1.0,62.0,2.0,0,9
95,7,Arganzuela,3888,425000,Piso,3.0,2.0,109.0,2.0,0,9
96,7,Arganzuela,3888,175000,Piso,2.0,1.0,110.0,,0,9
97,7,Arganzuela,3888,359000,Piso,2.0,1.0,84.0,2.0,1,9
98,7,Arganzuela,3888,399000,Piso,1.0,1.0,103.0,,0,9
99,7,Arganzuela,3888,385000,Piso,2.0,2.0,88.0,4.0,1,9
100,7,Arganzuela,3888,240000,Ático,2.0,1.0,35.0,6.0,0,9
101,7,Arganzuela,3888,156000,Piso,3.0,1.0,75.0,1.0,0,9
102,7,Arganzuela,3888,240000,Ático,2.0,1.0,35.0,6.0,0,9
103,7,Arganzuela,3888,315000,Piso,2.0,1.0,57.0,6.0,0,9
104,7,Arganzuela,3888,90000,Piso,2.0,1.0,59.0,,0,9
105,7,Arganzuela,3888,240000,Ático,2.0,1.0,35.0,6.0,0,9
106,7,Arganzuela,3888,355000,Piso,2.0,2.0,46.0,,0,9
107,7,Arganzuela,3888,600000,Piso,3.0,2.0,155.0,3.0,0,9
108,7,Arganzuela,3888,156000,Piso,3.0,1.0,75.0,1.0,0,9
109,7,Arganzuela,3888,212000,Piso,2.0,1.0,62.0,2.0,0,9
110,7,Arganzuela,3888,156000,Piso,3.0,1.0,75.0,1.0,0,9
111,7,Arganzuela,3888,214000,Piso,2.0,1.0,62.0,,0,9
112,7,Arganzuela,3888,320000,Piso,4.0,1.0,89.0,1.0,0,9
113,7,Arganzuela,3888,490000,Piso,1.0,1.0,70.0,3.0,0,9
114,7,Arganzuela,3888,118500,Piso,2.0,1.0,51.0,,0,9
115,7,Arganzuela,3888,179000,Piso,,1.0,33.0,8.0,0,9
116,7,Arganzuela,3888,156000,Piso,3.0,1.0,75.0,1.0,0,9
117,7,Arganzuela,3888,320000,Piso,4.0,1.0,89.0,1.0,0,9
118,7,Arganzuela,3888,178000,Piso,3.0,1.0,60.0,3.0,0,9
119,7,Arganzuela,3888,212000,Piso,1.0,1.0,40.0,4.0,0,9
120,7,Arganzuela,3888,160000,Piso,3.0,1.0,88.0,4.0,0,9
121,7,Arganzuela,3888,189000,Piso,1.0,1.0,47.0,1.0,0,9
122,7,Arganzuela,3888,455000,Dúplex,3.0,3.0,139.0,,0,9
123,7,Arganzuela,3888,250000,Piso,1.0,1.0,59.0,,0,9
124,7,Arganzuela,3888,390000,Piso,4.0,2.0,120.0,,0,9
125,7,Arganzuela,3888,240000,Ático,2.0,1.0,35.0,6.0,0,9
126,7,Arganzuela,3888,379000,Piso,3.0,2.0,140.0,3.0,1,9
127,7,Arganzuela,3888,325000,Piso,1.0,1.0,60.0,3.0,1,9
128,7,Arganzuela,3888,484500,Piso,4.0,2.0,147.0,1.0,0,9
129,7,Arganzuela,3888,192000,Piso,2.0,1.0,64.0,7.0,0,9
130,7,Arganzuela,3888,240000,Ático,2.0,1.0,35.0,6.0,0,9
131,7,Arganzuela,3888,349000,Piso,2.0,1.0,70.0,,0,9
132,7,Arganzuela,3888,156000,Piso,3.0,1.0,75.0,1.0,0,9
133,7,Arganzuela,3888,290000,Ático,1.0,1.0,58.0,4.0,0,9
134,7,Arganzuela,3888,375000,Piso,3.0,2.0,116.0,2.0,1,9
135,7,Arganzuela,3888,310000,Piso,3.0,2.0,96.0,2.0,0,9
136,7,Arganzuela,3888,620000,Piso,4.0,2.0,125.0,,1,9
137,7,Arganzuela,3888,460000,Ático,3.0,2.0,116.0,6.0,1,9
138,7,Arganzuela,3888,156000,Piso,3.0,1.0,75.0,1.0,0,9
139,7,Arganzuela,3888,114000,Piso,3.0,1.0,82.0,,0,9
140,7,Arganzuela,3888,165990,Piso,3.0,1.0,75.0,,0,9
141,7,Arganzuela,3888,155000,Piso,1.0,1.0,56.0,,0,9
142,7,Arganzuela,3888,199000,Piso,3.0,1.0,60.0,,0,9
143,7,Arganzuela,3888,80000,Piso,3.0,1.0,69.0,,0,9
144,7,Arganzuela,3888,210000,Piso,3.0,1.0,58.0,4.0,0,9
145,7,Arganzuela,3888,2250000,Piso,3.0,3.0,254.0,3.0,0,9
146,7,Arganzuela,3888,127300,Piso,3.0,1.0,60.0,4.0,0,9
147,7,Arganzuela,3888,202000,Loft,1.0,1.0,53.0,1.0,1,9
148,7,Arganzuela,3888,820000,Piso,5.0,2.0,168.0,,0,9
149,7,Arganzuela,3888,285000,Piso,2.0,2.0,62.0,2.0,0,9
150,7,Arganzuela,3888,320000,Piso,4.0,1.0,89.0,1.0,0,9
151,7,Arganzuela,3888,545000,Piso,4.0,2.0,130.0,12.0,1,9
152,7,Arganzuela,3888,156000,Piso,3.0,1.0,75.0,1.0,0,9
153,7,Arganzuela,3888,530000,Piso,3.0,3.0,138.0,5.0,1,9
154,7,Arganzuela,3888,225000,Piso,2.0,1.0,44.0,1.0,0,9
155,7,Arganzuela,3888,175000,Piso,2.0,1.0,62.0,,0,9
156,7,Arganzuela,3888,197000,Piso,2.0,1.0,54.0,2.0,0,9
157,7,Arganzuela,3888,207000,Piso,22.0,1.0,63.0,,0,9
158,7,Arganzuela,3888,295000,Loft,,2.0,170.0,,0,9
159,7,Arganzuela,3888,94800,Piso,2.0,1.0,63.0,,0,9
160,7,Arganzuela,3888,219900,Piso,1.0,1.0,41.0,,0,9
161,7,Arganzuela,3888,584000,Casa o chalet,6.0,2.0,217.0,,1,9
162,7,Arganzuela,3888,213000,Piso,4.0,2.0,110.0,,0,9
163,7,Arganzuela,3888,484500,Piso,4.0,2.0,147.0,1.0,0,9
164,7,Arganzuela,3888,385000,Piso,3.0,1.0,85.0,9.0,1,9
165,7,Arganzuela,3888,250000,Piso,3.0,1.0,59.0,4.0,0,9
166,7,Arganzuela,3888,148900,Piso,1.0,1.0,37.0,1.0,0,9
167,7,Arganzuela,3888,140000,Piso,2.0,1.0,65.0,,0,9
168,7,Arganzuela,3888,320000,Piso,4.0,1.0,89.0,1.0,0,9
169,7,Arganzuela,3888,269000,Piso,4.0,2.0,125.0,1.0,0,9
170,7,Arganzuela,3888,153000,Piso,4.0,1.0,57.0,,0,9
171,7,Arganzuela,3888,376000,Piso,3.0,2.0,84.0,2.0,0,9
172,7,Arganzuela,3888,189000,Piso,2.0,1.0,56.0,1.0,0,9
173,7,Arganzuela,3888,880000,Piso,3.0,2.0,150.0,,0,9
174,7,Arganzuela,3888,212000,Piso,2.0,1.0,62.0,2.0,0,9
175,7,Arganzuela,3888,595000,Piso,4.0,2.0,125.0,1.0,1,9
176,7,Arganzuela,3888,285000,Piso,4.0,1.0,81.0,1.0,0,9
177,7,Arganzuela,3888,1190000,Piso,3.0,2.0,181.0,,0,9
178,7,Arganzuela,3888,484500,Piso,4.0,2.0,147.0,1.0,0,9
179,7,Arganzuela,3888,700000,Piso,4.0,2.0,162.0,1.0,0,9
180,7,Arganzuela,3888,320000,Piso,4.0,1.0,89.0,1.0,0,9
181,7,Arganzuela,3888,156000,Piso,3.0,1.0,75.0,1.0,0,9
182,7,Arganzuela,3888,226000,Piso,2.0,1.0,63.0,,0,9
183,7,Arganzuela,3888,275000,Piso,1.0,1.0,47.0,,0,9
184,7,Arganzuela,3888,162000,Piso,2.0,1.0,51.0,,0,9
185,7,Arganzuela,3888,367000,Piso,4.0,2.0,143.0,,1,9
186,7,Arganzuela,3888,346000,Piso,3.0,1.0,72.0,,0,9
187,7,Arganzuela,3888,174000,Piso,3.0,1.0,70.0,,0,9
188,7,Arganzuela,3888,199000,Piso,2.0,1.0,53.0,1.0,0,9
189,7,Arganzuela,3888,378000,Piso,1.0,1.0,48.0,1.0,0,9
190,7,Arganzuela,3888,420000,Piso,1.0,1.0,70.0,2.0,0,9
191,7,Arganzuela,3888,447000,Casa adosada,4.0,3.0,173.0,,1,9
192,7,Arganzuela,3888,434500,Piso,4.0,2.0,87.0,6.0,0,9
193,7,Arganzuela,3888,212000,Piso,2.0,1.0,62.0,2.0,0,9
194,7,Arganzuela,3888,249000,Piso,3.0,1.0,80.0,3.0,0,9
195,7,Arganzuela,3888,125000,Piso,2.0,1.0,37.0,,0,9
196,7,Arganzuela,3888,660000,Piso,2.0,2.0,150.0,2.0,0,9
197,7,Arganzuela,3888,545000,Piso,4.0,2.0,130.0,12.0,1,9
198,7,Arganzuela,3888,485000,Dúplex,4.0,3.0,206.0,,1,9
199,7,Arganzuela,3888,167000,Piso,1.0,1.0,42.0,,0,9
200,7,Arganzuela,3888,2700000,Casa adosada,3.0,4.0,431.0,,1,9
201,7,Arganzuela,3888,240000,Ático,2.0,1.0,35.0,6.0,0,9
202,7,Arganzuela,3888,400000,Piso,2.0,2.0,65.0,,1,9
203,7,Arganzuela,3888,197000,Piso,2.0,1.0,54.0,2.0,0,9
204,7,Arganzuela,3888,289000,Piso,3.0,1.0,65.0,,0,9
205,7,Arganzuela,3888,230000,Piso,2.0,1.0,50.0,1.0,0,9
206,7,Arganzuela,3888,235000,Piso,2.0,1.0,50.0,,0,9
207,7,Arganzuela,3888,2530200,Casa o chalet,5.0,2.0,1933.0,,0,9
208,7,Arganzuela,3888,240000,Ático,2.0,1.0,35.0,6.0,0,9
209,7,Arganzuela,3888,240000,Ático,2.0,1.0,35.0,6.0,0,9
210,7,Arganzuela,3888,365000,Piso,3.0,2.0,85.0,6.0,0,9
211,7,Arganzuela,3888,160000,Piso,1.0,1.0,53.0,,0,9
212,7,Arganzuela,3888,156000,Piso,1.0,1.0,31.0,1.0,0,9
213,7,Arganzuela,3888,324000,Piso,2.0,1.0,56.0,,0,9
214,7,Arganzuela,3888,385000,Piso,2.0,2.0,77.0,2.0,1,9
215,7,Arganzuela,3888,484500,Piso,4.0,2.0,147.0,1.0,0,9
216,7,Arganzuela,3888,179000,Piso,1.0,1.0,30.0,2.0,0,9
217,7,Arganzuela,3888,283000,Piso,2.0,2.0,92.0,2.0,1,9
218,7,Arganzuela,3888,240000,Ático,2.0,1.0,35.0,6.0,0,9
219,7,Arganzuela,3888,212000,Piso,2.0,1.0,62.0,2.0,0,9
220,7,Arganzuela,3888,240000,Ático,2.0,1.0,35.0,6.0,0,9
221,7,Arganzuela,3888,190600,Piso,1.0,1.0,64.0,1.0,1,9
222,7,Arganzuela,3888,830000,Piso,3.0,3.0,189.0,,0,9
223,7,Arganzuela,3888,177000,Piso,2.0,1.0,56.0,,0,9
224,7,Arganzuela,3888,430000,Piso,3.0,2.0,113.0,11.0,1,9
225,7,Arganzuela,3888,170000,Piso,3.0,1.0,71.0,,0,9
226,7,Arganzuela,3888,230000,Piso,3.0,1.0,75.0,,0,9
227,7,Arganzuela,3888,161200,Piso,2.0,1.0,81.0,4.0,0,9
228,7,Arganzuela,3888,348400,Piso,2.0,2.0,67.0,6.0,0,9
229,7,Arganzuela,3888,295300,Estudio,,1.0,45.0,4.0,1,9
230,7,Arganzuela,3888,269000,Piso,4.0,2.0,104.0,2.0,0,9
231,7,Arganzuela,3888,125000,Piso,3.0,1.0,75.0,,0,9
232,7,Arganzuela,3888,225000,Piso,1.0,1.0,69.0,,0,9
233,7,Arganzuela,3888,84000,Piso,3.0,1.0,69.0,2.0,0,9
234,7,Arganzuela,3888,484500,Piso,4.0,2.0,147.0,1.0,0,9
235,7,Arganzuela,3888,210000,Piso,3.0,1.0,59.0,,0,9
236,7,Arganzuela,3888,995000,Casa o chalet,6.0,5.0,505.0,,1,9
237,7,Arganzuela,3888,366400,Piso,3.0,1.0,82.0,,0,9
238,7,Arganzuela,3888,2295000,Piso,5.0,5.0,385.0,,1,9
239,7,Arganzuela,3888,495000,Piso,4.0,2.0,131.0,1.0,1,9
240,7,Arganzuela,3888,320000,Piso,4.0,1.0,89.0,1.0,0,9
241,7,Arganzuela,3888,253000,Piso,1.0,1.0,46.0,,1,9
242,7,Arganzuela,3888,484500,Piso,4.0,2.0,147.0,1.0,0,9
243,7,Arganzuela,3888,2950000,Piso,4.0,4.0,269.0,2.0,0,9
244,7,Arganzuela,3888,545000,Piso,4.0,2.0,130.0,12.0,1,9
245,7,Arganzuela,3888,260000,Apartamento,1.0,1.0,47.0,2.0,1,9
246,7,Arganzuela,3888,159000,Piso,2.0,1.0,44.0,,0,9
247,7,Arganzuela,3888,175000,Piso,2.0,1.0,41.0,1.0,0,9
248,7,Arganzuela,3888,225570,Piso,1.0,1.0,47.0,2.0,0,9
249,7,Arganzuela,3888,499000,Piso,1.0,1.0,79.0,,1,9
250,7,Arganzuela,3888,269000,Piso,2.0,2.0,80.0,1.0,0,9
251,7,Arganzuela,3888,875000,Piso,,2.0,197.0,5.0,0,9
252,7,Arganzuela,3888,499000,Piso,3.0,2.0,117.0,1.0,1,9
253,7,Arganzuela,3888,398000,Piso,1.0,1.0,89.0,,0,9
254,7,Arganzuela,3888,75500,Piso,2.0,1.0,62.0,2.0,0,9
255,7,Arganzuela,3888,399990,Piso,2.0,2.0,82.0,,0,9
256,7,Arganzuela,3888,212000,Piso,2.0,1.0,62.0,2.0,0,9
257,7,Arganzuela,3888,129000,Loft,1.0,1.0,51.0,,0,9
258,7,Arganzuela,3888,240000,Ático,2.0,1.0,35.0,6.0,0,9
259,7,Arganzuela,3888,1175000,Piso,4.0,3.0,240.0,2.0,1,9
260,7,Arganzuela,3888,320000,Piso,4.0,1.0,89.0,1.0,0,9
261,7,Arganzuela,3888,610000,Piso,4.0,2.0,140.0,6.0,1,9
262,7,Arganzuela,3888,1950000,Piso,4.0,5.0,251.0,3.0,1,9
263,7,Arganzuela,3888,234900,Piso,2.0,1.0,55.0,3.0,0,9
264,7,Arganzuela,3888,260000,Piso,2.0,1.0,60.0,2.0,0,9
265,7,Arganzuela,3888,229000,Piso,2.0,1.0,61.0,2.0,0,9
266,7,Arganzuela,3888,325000,Piso,2.0,1.0,55.0,4.0,0,9
267,7,Arganzuela,3888,545000,Piso,4.0,2.0,130.0,12.0,1,9
268,7,Arganzuela,3888,130000,Piso,3.0,1.0,54.0,4.0,0,9
269,7,Arganzuela,3888,225000,Piso,2.0,1.0,87.0,7.0,0,9
270,7,Arganzuela,3888,595000,Piso,3.0,2.0,117.0,,1,9
271,7,Arganzuela,3888,158000,Piso,2.0,1.0,43.0,,0,9
272,7,Arganzuela,3888,269000,Piso,2.0,2.0,61.0,2.0,0,9
273,7,Arganzuela,3888,1600000,Ático,2.0,4.0,157.0,8.0,0,9
274,7,Arganzuela,3888,1490000,Casa o chalet,6.0,8.0,450.0,,1,9
275,7,Arganzuela,3888,850000,Piso,4.0,3.0,161.0,3.0,0,9
276,7,Arganzuela,3888,197000,Piso,2.0,1.0,54.0,2.0,0,9
277,7,Arganzuela,3888,395000,Piso,1.0,1.0,55.0,2.0,0,9
278,7,Arganzuela,3888,320000,Piso,4.0,1.0,89.0,1.0,0,9
279,7,Arganzuela,3888,115000,Piso,1.0,1.0,35.0,5.0,0,9
280,7,Arganzuela,3888,82800,Piso,1.0,1.0,27.0,,0,9
281,7,Arganzuela,3888,180000,Piso,3.0,1.0,58.0,9.0,0,9
282,7,Arganzuela,3888,156000,Apartamento,1.0,1.0,40.0,1.0,1,9
283,7,Arganzuela,3888,585000,Dúplex,2.0,3.0,114.0,6.0,0,9
284,7,Arganzuela,3888,249000,Piso,3.0,1.0,73.0,,0,9
285,7,Arganzuela,3888,212000,Piso,2.0,1.0,62.0,2.0,0,9
286,7,Arganzuela,3888,239995,Ático,2.0,1.0,47.0,6.0,0,9
287,7,Arganzuela,3888,545000,Piso,4.0,2.0,130.0,12.0,1,9
288,7,Arganzuela,3888,99000,Piso,2.0,1.0,55.0,4.0,0,9
289,7,Arganzuela,3888,1400000,Piso,4.0,3.0,245.0,2.0,1,9
290,7,Arganzuela,3888,1172500,Dúplex,4.0,3.0,335.0,1.0,1,9
291,7,Arganzuela,3888,1200000,Piso,3.0,3.0,209.0,2.0,1,9
292,7,Arganzuela,3888,399000,Piso,2.0,2.0,100.0,12.0,1,9
293,7,Arganzuela,3888,129000,Piso,1.0,1.0,64.0,,0,9
294,7,Arganzuela,3888,320000,Piso,4.0,1.0,89.0,1.0,0,9
295,7,Arganzuela,3888,129000,Piso,3.0,1.0,50.0,,0,9
296,7,Arganzuela,3888,240000,Ático,2.0,1.0,35.0,6.0,0,9
297,7,Arganzuela,3888,152000,Piso,1.0,1.0,55.0,7.0,0,9
298,7,Arganzuela,3888,190000,Dúplex,4.0,2.0,145.0,3.0,0,9
299,7,Arganzuela,3888,156000,Piso,1.0,1.0,30.0,1.0,0,9
300,7,Arganzuela,3888,161000,Piso,2.0,1.0,45.0,,0,9
301,7,Arganzuela,3888,320000,Piso,4.0,1.0,89.0,1.0,0,9
302,7,Arganzuela,3888,430000,Piso,3.0,1.0,91.0,3.0,0,9
303,7,Arganzuela,3888,117600,Piso,1.0,1.0,57.0,,0,9
304,7,Arganzuela,3888,215000,Piso,2.0,1.0,72.0,,0,9
305,7,Arganzuela,3888,153000,Piso,3.0,2.0,110.0,7.0,0,9
306,7,Arganzuela,3888,320000,Piso,4.0,1.0,89.0,1.0,0,9
307,7,Arganzuela,3888,239000,Dúplex,3.0,2.0,114.0,5.0,0,9
308,7,Arganzuela,3888,210000,Piso,2.0,1.0,64.0,5.0,0,9
309,7,Arganzuela,3888,156000,Piso,3.0,1.0,75.0,1.0,0,9
310,7,Arganzuela,3888,140000,Piso,1.0,1.0,40.0,,0,9
311,7,Arganzuela,3888,690000,Piso,1.0,1.0,115.0,4.0,0,9
312,7,Arganzuela,3888,470000,Piso,3.0,2.0,127.0,2.0,0,9
313,7,Arganzuela,3888,199000,Piso,2.0,1.0,55.0,,0,9
314,7,Arganzuela,3888,790000,Piso,4.0,2.0,178.0,,0,9
315,7,Arganzuela,3888,325000,Apartamento,1.0,1.0,72.0,,0,9
316,7,Arganzuela,3888,695000,Piso,2.0,2.0,104.0,,0,9
317,7,Arganzuela,3888,330000,Piso,2.0,1.0,71.0,2.0,0,9
318,7,Arganzuela,3888,163000,Piso,4.0,2.0,90.0,,0,9
319,7,Arganzuela,3888,465000,Piso,3.0,2.0,115.0,1.0,0,9
320,7,Arganzuela,3888,219000,Piso,3.0,1.0,75.0,8.0,0,9
321,7,Arganzuela,3888,135000,Piso,1.0,1.0,34.0,,0,9
322,7,Arganzuela,3888,117000,Apartamento,1.0,1.0,22.0,,0,9
323,7,Arganzuela,3888,199850,Piso,2.0,1.0,53.0,3.0,0,9
324,7,Arganzuela,3888,442000,Dúplex,3.0,2.0,139.0,,0,9
325,7,Arganzuela,3888,870000,Piso,2.0,2.0,156.0,4.0,0,9
326,7,Arganzuela,3888,145500,Piso,2.0,1.0,40.0,1.0,0,9
327,7,Arganzuela,3888,269000,Piso,4.0,2.0,125.0,1.0,0,9
328,7,Arganzuela,3888,387700,Piso,3.0,1.0,57.0,2.0,0,9
329,7,Arganzuela,3888,679000,Piso,4.0,2.0,157.0,5.0,0,9
330,7,Arganzuela,3888,175000,Piso,2.0,1.0,70.0,,0,9
331,7,Arganzuela,3888,325000,Piso,2.0,1.0,81.0,5.0,0,9
332,7,Arganzuela,3888,156000,Piso,3.0,1.0,75.0,1.0,0,9
333,7,Arganzuela,3888,770000,Dúplex,2.0,1.0,115.0,1.0,0,9
334,7,Arganzuela,3888,550000,Piso,2.0,1.0,85.0,,0,9
335,7,Arganzuela,3888,484500,Piso,4.0,2.0,147.0,1.0,0,9
336,7,Arganzuela,3888,320000,Piso,4.0,1.0,89.0,1.0,0,9
337,7,Arganzuela,3888,285000,Piso,2.0,1.0,70.0,3.0,0,9
338,7,Arganzuela,3888,379900,Piso,2.0,2.0,77.0,2.0,0,9
339,7,Arganzuela,3888,195000,Piso,1.0,1.0,33.0,,0,9
340,7,Arganzuela,3888,1330000,Casa o chalet,3.0,4.0,203.0,,1,9
341,7,Arganzuela,3888,292000,Piso,1.0,1.0,62.0,8.0,0,9
342,7,Arganzuela,3888,239000,Piso,2.0,1.0,50.0,3.0,0,9
343,7,Arganzuela,3888,345000,Piso,2.0,2.0,119.0,,1,9
