Unnamed: 0,fullDataset.ID,fullDataset.Distrito,fullDataset.Precio_m2,fullDataset.Precio,fullDataset.Tipo,fullDataset.Habitaciones,fullDataset.Aseos,fullDataset.Superficie,fullDataset.Planta,fullDataset.Parking,fullDataset.COLEGIO.DE.EDUCACIÓN.INFANTIL.Y.PRIMARIA
6916,13,Moratalaz,2569,149000,Piso,3.0,1.0,70.0,2.0,0,10
6917,13,Moratalaz,2569,240000,Piso,3.0,1.0,83.0,,1,10
6918,13,Moratalaz,2569,420000,Piso,2.0,2.0,122.0,,0,10
6919,13,Moratalaz,2569,350000,Piso,3.0,2.0,134.0,3.0,1,10
6920,13,Moratalaz,2569,115000,Piso,3.0,1.0,64.0,3.0,0,10
6921,13,Moratalaz,2569,95000,Estudio,,1.0,33.0,,0,10
6922,13,Moratalaz,2569,178000,Piso,3.0,1.0,60.0,3.0,0,10
6923,13,Moratalaz,2569,115000,Piso,3.0,1.0,64.0,3.0,0,10
6924,13,Moratalaz,2569,115000,Piso,3.0,1.0,64.0,3.0,0,10
6925,13,Moratalaz,2569,250000,Piso,4.0,2.0,105.0,,1,10
6926,13,Moratalaz,2569,115000,Piso,3.0,1.0,64.0,3.0,0,10
6927,13,Moratalaz,2569,385000,Piso,3.0,1.0,85.0,9.0,1,10
6928,13,Moratalaz,2569,149000,Piso,3.0,1.0,65.0,1.0,0,10
6929,13,Moratalaz,2569,399000,Piso,4.0,2.0,132.0,,0,10
6930,13,Moratalaz,2569,171900,Piso,3.0,1.0,90.0,,0,10
6931,13,Moratalaz,2569,252000,Piso,3.0,2.0,121.0,3.0,1,10
6932,13,Moratalaz,2569,124000,Piso,2.0,1.0,60.0,,0,10
6933,13,Moratalaz,2569,178000,Piso,3.0,1.0,60.0,3.0,0,10
6934,13,Moratalaz,2569,399000,Piso,4.0,2.0,132.0,,0,10
6935,13,Moratalaz,2569,1150000,Piso,4.0,2.0,184.0,1.0,0,10
6936,13,Moratalaz,2569,115000,Piso,3.0,1.0,64.0,3.0,0,10
6937,13,Moratalaz,2569,1690000,Casa o chalet,5.0,4.0,250.0,,1,10
6938,13,Moratalaz,2569,129000,Piso,,1.0,68.0,,0,10
6939,13,Moratalaz,2569,166000,Piso,3.0,1.0,60.0,,0,10
6940,13,Moratalaz,2569,171900,Piso,3.0,1.0,90.0,,0,10
6941,13,Moratalaz,2569,145000,Piso,3.0,1.0,75.0,,0,10
6942,13,Moratalaz,2569,81200,Piso,2.0,1.0,61.0,,0,10
6943,13,Moratalaz,2569,115000,Piso,3.0,1.0,64.0,3.0,0,10
6944,13,Moratalaz,2569,299000,Piso,3.0,2.0,95.0,6.0,0,10
6945,13,Moratalaz,2569,399000,Piso,4.0,2.0,132.0,,0,10
6946,13,Moratalaz,2569,238000,Piso,3.0,2.0,85.0,,0,10
6947,13,Moratalaz,2569,178000,Piso,3.0,1.0,60.0,3.0,0,10
6948,13,Moratalaz,2569,4350000,Piso,5.0,5.0,400.0,,0,10
6949,13,Moratalaz,2569,171900,Piso,3.0,1.0,90.0,,0,10
6950,13,Moratalaz,2569,115000,Piso,3.0,1.0,64.0,3.0,0,10
6951,13,Moratalaz,2569,130000,Piso,3.0,1.0,58.0,,0,10
6952,13,Moratalaz,2569,186000,Piso,3.0,2.0,103.0,1.0,0,10
6953,13,Moratalaz,2569,330000,Piso,3.0,2.0,106.0,5.0,1,10
6954,13,Moratalaz,2569,93000,Piso,3.0,1.0,65.0,4.0,0,10
6955,13,Moratalaz,2569,675000,Piso,2.0,2.0,133.0,6.0,0,10
6956,13,Moratalaz,2569,325000,Piso,2.0,1.0,54.0,2.0,0,10
6957,13,Moratalaz,2569,1290000,Piso,3.0,2.0,144.0,3.0,0,10
6958,13,Moratalaz,2569,570000,Piso,4.0,1.0,135.0,4.0,0,10
6959,13,Moratalaz,2569,171900,Piso,3.0,1.0,90.0,,0,10
6960,13,Moratalaz,2569,399000,Piso,4.0,2.0,132.0,,0,10
6961,13,Moratalaz,2569,399000,Piso,4.0,2.0,132.0,,0,10
6962,13,Moratalaz,2569,690000,Piso,5.0,2.0,138.0,4.0,0,10
6963,13,Moratalaz,2569,155000,Piso,3.0,2.0,95.0,1.0,0,10
6964,13,Moratalaz,2569,399000,Piso,4.0,2.0,132.0,,0,10
6965,13,Moratalaz,2569,265000,Piso,3.0,2.0,88.0,6.0,0,10
6966,13,Moratalaz,2569,110000,Piso,3.0,1.0,75.0,2.0,0,10
6967,13,Moratalaz,2569,115000,Piso,3.0,1.0,64.0,3.0,0,10
6968,13,Moratalaz,2569,144000,Piso,3.0,2.0,116.0,,0,10
6969,13,Moratalaz,2569,3200000,Piso,4.0,4.0,430.0,10.0,1,10
6970,13,Moratalaz,2569,748000,Ático,4.0,2.0,166.0,7.0,1,10
6971,13,Moratalaz,2569,490000,Piso,2.0,2.0,80.0,,0,10
6972,13,Moratalaz,2569,171900,Piso,3.0,1.0,90.0,,0,10
6973,13,Moratalaz,2569,369000,Piso,3.0,2.0,84.0,2.0,0,10
6974,13,Moratalaz,2569,260000,Piso,2.0,1.0,60.0,2.0,0,10
6975,13,Moratalaz,2569,115000,Piso,3.0,1.0,64.0,3.0,0,10
6976,13,Moratalaz,2569,590000,Piso,4.0,1.0,135.0,4.0,0,10
6977,13,Moratalaz,2569,258500,Piso,3.0,1.0,95.0,1.0,0,10
6978,13,Moratalaz,2569,171900,Piso,3.0,1.0,90.0,,0,10
6979,13,Moratalaz,2569,171900,Piso,3.0,1.0,90.0,,0,10
6980,13,Moratalaz,2569,399000,Piso,4.0,2.0,132.0,,0,10
6981,13,Moratalaz,2569,229900,Piso,3.0,1.0,72.0,1.0,0,10
6982,13,Moratalaz,2569,399000,Piso,4.0,2.0,132.0,,0,10
6983,13,Moratalaz,2569,163900,Piso,3.0,1.0,47.0,2.0,0,10
6984,13,Moratalaz,2569,115000,Piso,3.0,1.0,64.0,3.0,0,10
6985,13,Moratalaz,2569,145000,Piso,3.0,1.0,64.0,,0,10
6986,13,Moratalaz,2569,133000,Piso,2.0,1.0,62.0,,0,10
6987,13,Moratalaz,2569,109000,Piso,2.0,1.0,45.0,2.0,0,10
6988,13,Moratalaz,2569,178000,Piso,3.0,1.0,60.0,3.0,0,10
6989,13,Moratalaz,2569,399000,Piso,4.0,2.0,132.0,,0,10
6990,13,Moratalaz,2569,115000,Piso,3.0,1.0,64.0,3.0,0,10
6991,13,Moratalaz,2569,171900,Piso,3.0,1.0,90.0,,0,10
6992,13,Moratalaz,2569,171900,Piso,3.0,1.0,90.0,,0,10
6993,13,Moratalaz,2569,399000,Piso,4.0,2.0,132.0,,0,10
6994,13,Moratalaz,2569,260000,Loft,1.0,1.0,72.0,3.0,1,10
6995,20,Puente de Vallecas,1887,115000,Piso,3.0,1.0,60.0,,0,25
6996,20,Puente de Vallecas,1887,95000,Piso,2.0,1.0,41.0,1.0,0,25
6997,20,Puente de Vallecas,1887,99900,Piso,2.0,1.0,56.0,1.0,0,25
6998,20,Puente de Vallecas,1887,1000000,Piso,3.0,2.0,292.0,,0,25
6999,20,Puente de Vallecas,1887,175000,Piso,3.0,1.0,70.0,,0,25
7000,20,Puente de Vallecas,1887,830000,Piso,7.0,3.0,195.0,3.0,0,25
7001,20,Puente de Vallecas,1887,165000,Piso,4.0,2.0,106.0,,1,25
7002,20,Puente de Vallecas,1887,110000,Piso,3.0,1.0,60.0,4.0,1,25
7003,20,Puente de Vallecas,1887,208000,Piso,2.0,2.0,94.0,3.0,1,25
7004,20,Puente de Vallecas,1887,240000,Ático,2.0,1.0,35.0,6.0,0,25
7005,20,Puente de Vallecas,1887,109000,Piso,1.0,1.0,53.0,1.0,0,25
7006,20,Puente de Vallecas,1887,88000,Piso,2.0,1.0,51.0,6.0,0,25
7007,20,Puente de Vallecas,1887,299000,Piso,3.0,1.0,63.0,1.0,0,25
7008,20,Puente de Vallecas,1887,210000,Planta baja,3.0,1.0,71.0,,0,25
7009,20,Puente de Vallecas,1887,299000,Piso,3.0,1.0,63.0,1.0,0,25
7010,20,Puente de Vallecas,1887,111380,Piso,2.0,1.0,50.0,2.0,0,25
7011,20,Puente de Vallecas,1887,135000,Piso,1.0,1.0,68.0,2.0,0,25
7012,20,Puente de Vallecas,1887,535000,Piso,1.0,2.0,198.0,,0,25
7013,20,Puente de Vallecas,1887,170920,Piso,2.0,2.0,78.0,,0,25
7014,20,Puente de Vallecas,1887,240000,Ático,2.0,1.0,35.0,6.0,0,25
7015,20,Puente de Vallecas,1887,170000,Piso,2.0,1.0,55.0,2.0,0,25
7016,20,Puente de Vallecas,1887,109000,Piso,3.0,1.0,57.0,4.0,0,25
7017,20,Puente de Vallecas,1887,90427,Piso,3.0,1.0,69.0,,0,25
7018,20,Puente de Vallecas,1887,197000,Piso,3.0,1.0,90.0,,0,25
7019,20,Puente de Vallecas,1887,133000,Piso,3.0,1.0,61.0,,0,25
7020,20,Puente de Vallecas,1887,87500,Piso,3.0,1.0,61.0,,0,25
7021,20,Puente de Vallecas,1887,99900,Piso,2.0,1.0,56.0,1.0,0,25
7022,20,Puente de Vallecas,1887,208000,Piso,2.0,2.0,94.0,3.0,1,25
7023,20,Puente de Vallecas,1887,105000,Piso,2.0,1.0,52.0,1.0,0,25
7024,20,Puente de Vallecas,1887,70000,Piso,,,45.0,,0,25
7025,20,Puente de Vallecas,1887,230000,Piso,4.0,2.0,124.0,,1,25
7026,20,Puente de Vallecas,1887,139500,Piso,2.0,1.0,69.0,1.0,0,25
7027,20,Puente de Vallecas,1887,375000,Piso,4.0,2.0,134.0,1.0,0,25
7028,20,Puente de Vallecas,1887,262500,Ático,4.0,2.0,135.0,3.0,0,25
7029,20,Puente de Vallecas,1887,103400,Piso,2.0,1.0,51.0,1.0,0,25
7030,20,Puente de Vallecas,1887,186000,Piso,3.0,2.0,95.0,1.0,0,25
7031,20,Puente de Vallecas,1887,149500,Piso,3.0,1.0,78.0,,0,25
7032,20,Puente de Vallecas,1887,299000,Ático,1.0,1.0,80.0,5.0,0,25
7033,20,Puente de Vallecas,1887,116000,Piso,3.0,1.0,68.0,,0,25
7034,20,Puente de Vallecas,1887,449000,Piso,3.0,2.0,114.0,4.0,0,25
7035,20,Puente de Vallecas,1887,157900,Piso,3.0,1.0,85.0,3.0,0,25
7036,20,Puente de Vallecas,1887,105000,Apartamento,1.0,1.0,50.0,,1,25
7037,20,Puente de Vallecas,1887,155000,Piso,2.0,1.0,50.0,,0,25
7038,20,Puente de Vallecas,1887,214000,Piso,3.0,1.0,72.0,4.0,0,25
7039,20,Puente de Vallecas,1887,125200,Piso,3.0,1.0,54.0,,0,25
7040,20,Puente de Vallecas,1887,299000,Piso,3.0,1.0,63.0,1.0,0,25
7041,20,Puente de Vallecas,1887,2339900,Casa o chalet,7.0,6.0,1245.0,,1,25
7042,20,Puente de Vallecas,1887,299000,Piso,3.0,1.0,63.0,1.0,0,25
7043,20,Puente de Vallecas,1887,988000,Piso,5.0,3.0,190.0,,0,25
7044,20,Puente de Vallecas,1887,262500,Ático,4.0,2.0,135.0,3.0,0,25
7045,20,Puente de Vallecas,1887,299000,Piso,3.0,1.0,63.0,1.0,0,25
7046,20,Puente de Vallecas,1887,194000,Piso,3.0,1.0,72.0,,1,25
7047,20,Puente de Vallecas,1887,230000,Piso,2.0,1.0,90.0,7.0,0,25
7048,20,Puente de Vallecas,1887,688900,Piso,3.0,2.0,140.0,,0,25
7049,20,Puente de Vallecas,1887,76000,Piso,2.0,1.0,48.0,2.0,0,25
7050,20,Puente de Vallecas,1887,128000,Piso,1.0,1.0,56.0,,0,25
7051,20,Puente de Vallecas,1887,299000,Piso,3.0,1.0,63.0,1.0,0,25
7052,20,Puente de Vallecas,1887,208000,Piso,2.0,2.0,94.0,3.0,1,25
7053,20,Puente de Vallecas,1887,262500,Ático,4.0,2.0,135.0,3.0,0,25
7054,20,Puente de Vallecas,1887,147500,Piso,1.0,1.0,44.0,,0,25
7055,20,Puente de Vallecas,1887,220000,Piso,3.0,2.0,90.0,2.0,1,25
7056,20,Puente de Vallecas,1887,208000,Piso,2.0,2.0,94.0,3.0,1,25
7057,20,Puente de Vallecas,1887,290000,Piso,3.0,2.0,120.0,3.0,1,25
7058,20,Puente de Vallecas,1887,110000,Piso,3.0,1.0,72.0,2.0,0,25
7059,20,Puente de Vallecas,1887,153000,Piso,3.0,1.0,61.0,,0,25
7060,20,Puente de Vallecas,1887,120000,Piso,2.0,1.0,59.0,3.0,0,25
7061,20,Puente de Vallecas,1887,208000,Piso,2.0,2.0,94.0,3.0,1,25
7062,20,Puente de Vallecas,1887,103400,Piso,2.0,1.0,51.0,1.0,0,25
7063,20,Puente de Vallecas,1887,475000,Apartamento,2.0,2.0,87.0,,0,25
7064,20,Puente de Vallecas,1887,208000,Piso,2.0,2.0,94.0,3.0,1,25
7065,20,Puente de Vallecas,1887,135000,Piso,2.0,1.0,56.0,5.0,0,25
7066,20,Puente de Vallecas,1887,168000,Piso,3.0,2.0,70.0,2.0,0,25
7067,20,Puente de Vallecas,1887,209000,Estudio,,,40.0,1.0,0,25
7068,20,Puente de Vallecas,1887,61000,Piso,3.0,1.0,77.0,,0,25
7069,20,Puente de Vallecas,1887,56000,Piso,2.0,1.0,33.0,1.0,0,25
7070,20,Puente de Vallecas,1887,214000,Piso,3.0,2.0,131.0,2.0,1,25
7071,20,Puente de Vallecas,1887,100000,Apartamento,1.0,1.0,44.0,,0,25
7072,20,Puente de Vallecas,1887,185000,Planta baja,2.0,1.0,48.0,,0,25
7073,20,Puente de Vallecas,1887,241500,Piso,2.0,2.0,86.0,1.0,0,25
7074,20,Puente de Vallecas,1887,95000,Piso,2.0,1.0,61.0,,0,25
7075,20,Puente de Vallecas,1887,349900,Piso,2.0,1.0,85.0,2.0,0,25
7076,20,Puente de Vallecas,1887,450000,Piso,5.0,3.0,301.0,1.0,1,25
7077,20,Puente de Vallecas,1887,145000,Piso,3.0,1.0,78.0,,0,25
7078,20,Puente de Vallecas,1887,240000,Ático,2.0,1.0,35.0,6.0,0,25
7079,20,Puente de Vallecas,1887,91500,Piso,3.0,1.0,70.0,2.0,0,25
7080,20,Puente de Vallecas,1887,125000,Piso,2.0,1.0,70.0,1.0,0,25
7081,20,Puente de Vallecas,1887,88000,Estudio,,1.0,46.0,,0,25
7082,20,Puente de Vallecas,1887,209000,Piso,3.0,1.0,81.0,,1,25
7083,20,Puente de Vallecas,1887,1795000,Apartamento,4.0,4.0,192.0,,0,25
7084,20,Puente de Vallecas,1887,125000,Piso,2.0,1.0,70.0,1.0,0,25
7085,20,Puente de Vallecas,1887,158000,Piso,3.0,1.0,70.0,,0,25
7086,20,Puente de Vallecas,1887,128000,Piso,2.0,1.0,66.0,,0,25
7087,20,Puente de Vallecas,1887,615000,Piso,4.0,2.0,153.0,4.0,0,25
7088,20,Puente de Vallecas,1887,218000,Piso,2.0,1.0,68.0,,0,25
7089,20,Puente de Vallecas,1887,125000,Piso,2.0,1.0,60.0,4.0,0,25
7090,20,Puente de Vallecas,1887,168000,Piso,2.0,1.0,66.0,1.0,0,25
7091,20,Puente de Vallecas,1887,208000,Piso,2.0,2.0,94.0,3.0,1,25
7092,20,Puente de Vallecas,1887,103400,Piso,3.0,1.0,47.0,1.0,0,25
7093,20,Puente de Vallecas,1887,123500,Piso,3.0,1.0,63.0,,0,25
7094,20,Puente de Vallecas,1887,365000,Piso,2.0,2.0,80.0,4.0,1,25
7095,20,Puente de Vallecas,1887,154000,Piso,3.0,2.0,91.0,,0,25
7096,20,Puente de Vallecas,1887,515000,Piso,2.0,2.0,106.0,,0,25
7097,20,Puente de Vallecas,1887,137000,Piso,2.0,1.0,65.0,,0,25
7098,20,Puente de Vallecas,1887,1300000,Dúplex,4.0,3.0,210.0,2.0,1,25
7099,20,Puente de Vallecas,1887,1026100,Dúplex,2.0,2.0,139.0,9.0,0,25
7100,20,Puente de Vallecas,1887,125000,Piso,3.0,1.0,84.0,,0,25
7101,20,Puente de Vallecas,1887,208000,Piso,2.0,2.0,94.0,3.0,1,25
7102,20,Puente de Vallecas,1887,149000,Piso,3.0,1.0,70.0,,0,25
7103,20,Puente de Vallecas,1887,975000,Piso,5.0,2.0,175.0,2.0,0,25
7104,20,Puente de Vallecas,1887,88000,Piso,2.0,1.0,55.0,,0,25
7105,20,Puente de Vallecas,1887,849000,Ático,3.0,2.0,149.0,12.0,1,25
7106,20,Puente de Vallecas,1887,110000,Piso,1.0,1.0,40.0,,0,25
7107,20,Puente de Vallecas,1887,249000,Piso,2.0,1.0,57.0,,0,25
7108,20,Puente de Vallecas,1887,162500,Planta baja,1.0,1.0,37.0,,0,25
7109,20,Puente de Vallecas,1887,280000,Piso,4.0,2.0,144.0,6.0,1,25
7110,20,Puente de Vallecas,1887,190683,Piso,1.0,1.0,82.0,,0,25
7111,20,Puente de Vallecas,1887,262500,Ático,4.0,2.0,135.0,3.0,0,25
7112,20,Puente de Vallecas,1887,387000,Piso,,1.0,105.0,6.0,0,25
7113,20,Puente de Vallecas,1887,293000,Piso,4.0,2.0,105.0,2.0,0,25
7114,20,Puente de Vallecas,1887,93100,Piso,2.0,1.0,41.0,,0,25
7115,20,Puente de Vallecas,1887,262500,Ático,4.0,2.0,135.0,3.0,0,25
7116,20,Puente de Vallecas,1887,148000,Piso,3.0,2.0,90.0,1.0,0,25
7117,20,Puente de Vallecas,1887,137000,Piso,2.0,1.0,55.0,2.0,0,25
7118,20,Puente de Vallecas,1887,125000,Piso,2.0,1.0,70.0,1.0,0,25
7119,20,Puente de Vallecas,1887,669000,Piso,3.0,2.0,212.0,1.0,0,25
7120,20,Puente de Vallecas,1887,125000,Piso,2.0,1.0,70.0,1.0,0,25
7121,20,Puente de Vallecas,1887,258000,Piso,3.0,1.0,90.0,3.0,0,25
7122,20,Puente de Vallecas,1887,480000,Apartamento,1.0,1.0,80.0,1.0,0,25
7123,20,Puente de Vallecas,1887,142000,Piso,3.0,1.0,75.0,3.0,0,25
7124,20,Puente de Vallecas,1887,126000,Piso,1.0,1.0,39.0,,0,25
7125,20,Puente de Vallecas,1887,692890,Piso,2.0,2.0,96.0,3.0,0,25
7126,20,Puente de Vallecas,1887,310000,Ático,3.0,1.0,105.0,3.0,1,25
7127,20,Puente de Vallecas,1887,550000,Piso,3.0,1.0,96.0,,0,25
7128,20,Puente de Vallecas,1887,99900,Piso,2.0,1.0,56.0,1.0,0,25
7129,20,Puente de Vallecas,1887,192000,Piso,3.0,2.0,110.0,,1,25
7130,20,Puente de Vallecas,1887,208000,Piso,2.0,2.0,94.0,3.0,1,25
7131,20,Puente de Vallecas,1887,175000,Casa adosada,3.0,2.0,106.0,,1,25
7132,20,Puente de Vallecas,1887,189000,Piso,1.0,1.0,33.0,2.0,0,25
7133,20,Puente de Vallecas,1887,208000,Piso,2.0,2.0,94.0,3.0,1,25
7134,20,Puente de Vallecas,1887,60000,Piso,2.0,1.0,41.0,,0,25
7135,20,Puente de Vallecas,1887,2300000,Piso,4.0,4.0,291.0,5.0,1,25
7136,20,Puente de Vallecas,1887,599000,Piso,4.0,2.0,138.0,,1,25
7137,20,Puente de Vallecas,1887,199000,Piso,3.0,1.0,88.0,2.0,1,25
7138,20,Puente de Vallecas,1887,119000,Apartamento,1.0,1.0,52.0,1.0,0,25
7139,20,Puente de Vallecas,1887,259000,Piso,3.0,1.0,79.0,1.0,0,25
7140,20,Puente de Vallecas,1887,620000,Piso,3.0,2.0,113.0,2.0,0,25
7141,20,Puente de Vallecas,1887,99900,Piso,2.0,1.0,56.0,1.0,0,25
7142,20,Puente de Vallecas,1887,128000,Piso,2.0,1.0,56.0,,0,25
7143,20,Puente de Vallecas,1887,102000,Piso,3.0,1.0,63.0,4.0,0,25
7144,20,Puente de Vallecas,1887,315000,Piso,2.0,1.0,118.0,2.0,1,25
7145,20,Puente de Vallecas,1887,150200,Estudio,,1.0,52.0,1.0,0,25
7146,20,Puente de Vallecas,1887,93500,Piso,1.0,1.0,32.0,4.0,0,25
7147,20,Puente de Vallecas,1887,239000,Piso,3.0,1.0,68.0,3.0,0,25
7148,20,Puente de Vallecas,1887,185000,Piso,4.0,2.0,101.0,,1,25
7149,20,Puente de Vallecas,1887,115000,Apartamento,1.0,1.0,60.0,,1,25
7150,20,Puente de Vallecas,1887,279000,Piso,2.0,1.0,50.0,6.0,0,25
7151,20,Puente de Vallecas,1887,315000,Piso,3.0,2.0,98.0,6.0,1,25
7152,20,Puente de Vallecas,1887,165000,Piso,3.0,1.0,65.0,3.0,0,25
7153,20,Puente de Vallecas,1887,786000,Piso,4.0,3.0,199.0,,1,25
7154,20,Puente de Vallecas,1887,85000,Piso,2.0,1.0,68.0,,0,25
7155,20,Puente de Vallecas,1887,262500,Ático,4.0,2.0,135.0,3.0,0,25
7156,20,Puente de Vallecas,1887,165000,Piso,2.0,1.0,74.0,4.0,0,25
7157,20,Puente de Vallecas,1887,122700,Planta baja,2.0,1.0,59.0,,0,25
7158,20,Puente de Vallecas,1887,1220700,Piso,6.0,2.0,211.0,1.0,0,25
7159,20,Puente de Vallecas,1887,99000,Piso,3.0,1.0,56.0,,0,25
7160,20,Puente de Vallecas,1887,100000,Piso,2.0,1.0,52.0,2.0,0,25
7161,20,Puente de Vallecas,1887,165000,Piso,3.0,2.0,85.0,,0,25
7162,20,Puente de Vallecas,1887,240000,Ático,2.0,1.0,35.0,6.0,0,25
7163,20,Puente de Vallecas,1887,299000,Piso,3.0,1.0,63.0,1.0,0,25
7164,20,Puente de Vallecas,1887,145000,Piso,3.0,1.0,56.0,4.0,0,25
7165,20,Puente de Vallecas,1887,495000,Piso,2.0,2.0,121.0,2.0,1,25
7166,20,Puente de Vallecas,1887,299000,Piso,3.0,1.0,63.0,1.0,0,25
7167,20,Puente de Vallecas,1887,112000,Piso,2.0,1.0,49.0,1.0,0,25
7168,20,Puente de Vallecas,1887,299000,Piso,3.0,1.0,63.0,1.0,0,25
7169,20,Puente de Vallecas,1887,91500,Estudio,,1.0,36.0,,0,25
7170,20,Puente de Vallecas,1887,99000,Piso,2.0,1.0,50.0,1.0,0,25
7171,20,Puente de Vallecas,1887,119900,Piso,3.0,1.0,60.0,,1,25
7172,20,Puente de Vallecas,1887,122000,Piso,2.0,1.0,57.0,,0,25
7173,20,Puente de Vallecas,1887,295000,Piso,3.0,1.0,74.0,3.0,0,25
7174,20,Puente de Vallecas,1887,260000,Piso,1.0,1.0,30.0,4.0,0,25
7175,20,Puente de Vallecas,1887,208000,Piso,2.0,2.0,94.0,3.0,1,25
7176,20,Puente de Vallecas,1887,225000,Piso,2.0,2.0,89.0,5.0,1,25
7177,20,Puente de Vallecas,1887,249000,Piso,3.0,2.0,99.0,2.0,1,25
7178,20,Puente de Vallecas,1887,99900,Piso,2.0,1.0,56.0,1.0,0,25
7179,20,Puente de Vallecas,1887,240000,Ático,2.0,1.0,35.0,6.0,0,25
7180,20,Puente de Vallecas,1887,85500,Piso,2.0,1.0,54.0,3.0,0,25
7181,20,Puente de Vallecas,1887,125000,Piso,2.0,1.0,70.0,1.0,0,25
7182,20,Puente de Vallecas,1887,190000,Piso,3.0,1.0,100.0,,1,25
7183,20,Puente de Vallecas,1887,1179000,Piso,4.0,3.0,250.0,,0,25
7184,20,Puente de Vallecas,1887,930000,Ático,4.0,2.0,149.0,6.0,0,25
7185,20,Puente de Vallecas,1887,198999,Piso,3.0,1.0,91.0,10.0,0,25
7186,20,Puente de Vallecas,1887,161000,Piso,3.0,1.0,77.0,4.0,0,25
7187,20,Puente de Vallecas,1887,86050,Piso,2.0,1.0,65.0,4.0,0,25
7188,20,Puente de Vallecas,1887,449900,Piso,2.0,2.0,109.0,,1,25
7189,20,Puente de Vallecas,1887,105000,Piso,2.0,1.0,52.0,1.0,0,25
7190,20,Puente de Vallecas,1887,208000,Piso,2.0,2.0,94.0,3.0,1,25
7191,20,Puente de Vallecas,1887,240000,Ático,2.0,1.0,35.0,6.0,0,25
7192,20,Puente de Vallecas,1887,60000,Piso,2.0,1.0,41.0,,0,25
7193,20,Puente de Vallecas,1887,435000,Piso,5.0,2.0,111.0,5.0,0,25
7194,20,Puente de Vallecas,1887,52000,Piso,1.0,1.0,20.0,,0,25
7195,20,Puente de Vallecas,1887,155300,Piso,2.0,1.0,66.0,2.0,0,25
7196,20,Puente de Vallecas,1887,189000,Piso,1.0,1.0,60.0,7.0,1,25
7197,20,Puente de Vallecas,1887,103400,Piso,2.0,1.0,51.0,1.0,0,25
7198,20,Puente de Vallecas,1887,174000,Piso,3.0,1.0,82.0,,0,25
7199,20,Puente de Vallecas,1887,515920,Piso,4.0,2.0,149.0,,0,25
7200,20,Puente de Vallecas,1887,139990,Piso,3.0,1.0,64.0,2.0,0,25
7201,20,Puente de Vallecas,1887,145990,Dúplex,3.0,2.0,110.0,1.0,0,25
7202,20,Puente de Vallecas,1887,434999,Piso,4.0,2.0,130.0,1.0,0,25
7203,20,Puente de Vallecas,1887,70000,Piso,,,45.0,,0,25
7204,20,Puente de Vallecas,1887,123000,Piso,1.0,1.0,50.0,,0,25
7205,20,Puente de Vallecas,1887,103400,Piso,2.0,1.0,51.0,1.0,0,25
7206,20,Puente de Vallecas,1887,90000,Piso,2.0,1.0,53.0,,0,25
7207,20,Puente de Vallecas,1887,152000,Piso,3.0,1.0,65.0,3.0,0,25
7208,20,Puente de Vallecas,1887,119000,Piso,2.0,1.0,69.0,,0,25
7209,20,Puente de Vallecas,1887,94000,Piso,1.0,1.0,38.0,,0,25
7210,20,Puente de Vallecas,1887,265000,Piso,4.0,3.0,184.0,1.0,0,25
7211,20,Puente de Vallecas,1887,111380,Piso,2.0,1.0,50.0,8.0,0,25
7212,20,Puente de Vallecas,1887,323000,Piso,1.0,2.0,82.0,4.0,0,25
7213,20,Puente de Vallecas,1887,125000,Piso,3.0,1.0,84.0,2.0,0,25
7214,20,Puente de Vallecas,1887,230000,Piso,2.0,1.0,86.0,7.0,0,25
7215,20,Puente de Vallecas,1887,80000,Piso,2.0,1.0,69.0,2.0,0,25
7216,20,Puente de Vallecas,1887,208000,Piso,2.0,2.0,94.0,3.0,1,25
7217,20,Puente de Vallecas,1887,240000,Ático,2.0,1.0,35.0,6.0,0,25
7218,20,Puente de Vallecas,1887,84000,Piso,3.0,1.0,53.0,,0,25
7219,20,Puente de Vallecas,1887,88000,Piso,2.0,1.0,55.0,,0,25
7220,20,Puente de Vallecas,1887,128500,Piso,2.0,1.0,69.0,9.0,0,25
7221,20,Puente de Vallecas,1887,1220000,Dúplex,5.0,4.0,290.0,2.0,1,25
7222,20,Puente de Vallecas,1887,225000,Piso,3.0,1.0,69.0,,1,25
7223,20,Puente de Vallecas,1887,215000,Piso,2.0,1.0,75.0,,0,25
7224,20,Puente de Vallecas,1887,104400,Piso,3.0,1.0,53.0,,0,25
7225,20,Puente de Vallecas,1887,154000,Piso,3.0,2.0,91.0,2.0,0,25
7226,20,Puente de Vallecas,1887,208000,Piso,2.0,2.0,94.0,3.0,1,25
7227,20,Puente de Vallecas,1887,111000,Planta baja,1.0,1.0,58.0,,0,25
7228,20,Puente de Vallecas,1887,78000,Piso,3.0,1.0,70.0,2.0,0,25
7229,20,Puente de Vallecas,1887,88000,Piso,2.0,1.0,55.0,,0,25
7230,20,Puente de Vallecas,1887,820000,Piso,3.0,1.0,152.0,,0,25
7231,20,Puente de Vallecas,1887,220000,Piso,2.0,1.0,57.0,2.0,0,25
7232,20,Puente de Vallecas,1887,208000,Piso,2.0,2.0,94.0,3.0,1,25
7233,20,Puente de Vallecas,1887,208000,Piso,2.0,2.0,94.0,3.0,1,25
7234,20,Puente de Vallecas,1887,91907,Piso,1.0,2.0,96.0,,0,25
7235,20,Puente de Vallecas,1887,112000,Piso,3.0,1.0,63.0,,0,25
